ticker,name,asset_class,weight,price,shares,market_value,notional_value,sector,sedol,isin,exchange
SERV,SERVICEMASTER GLOBAL HOLDINGS INC,Equity,0.03,55.99,43413,2430693.87,2430693.87,Consumer Discretionary,BNG8BF0,US81761R1095,New York Stock Exchange Inc.
QGEN,QIAGEN NV,Equity,0.02,34.08,70665,2408263.2,2408263.2,Health Care,BYXS688,NL0012169213,New York Stock Exchange Inc.
ATR,APTARGROUP INC,Equity,0.02,118.05,20401,2408338.05,2408338.05,Materials,2045247,US0383361039,New York Stock Exchange Inc.
AOS,A O SMITH CORP,Equity,0.02,51.71,46546,2406893.66,2406893.66,Industrials,2816023,US8318652091,New York Stock Exchange Inc.
MHK,MOHAWK INDUSTRIES INC,Equity,0.02,125.41,19183,2405740.03,2405740.03,Consumer Discretionary,2598699,US6081901042,New York Stock Exchange Inc.
HEIA,HEICO CORP CLASS A,Equity,0.02,98.09,24477,2400948.93,2400948.93,Industrials,2237561,US4228062083,New York Stock Exchange Inc.
POOL,POOL CORP,Equity,0.02,191.11,12476,2384288.36,2384288.36,Consumer Discretionary,2781585,US73278L1052,NASDAQ
ALB,ALBEMARLE CORP,Equity,0.02,69.28,34399,2383162.72,2383162.72,Materials,2046853,US0126531013,New York Stock Exchange Inc.
HUBB,HUBBELL INC,Equity,0.02,135.81,17531,2380885.11,2380885.11,Industrials,BDFG6S3,US4435106079,New York Stock Exchange Inc.
FIVE,FIVE BELOW INC,Equity,0.02,135.01,17513,2364430.13,2364430.13,Consumer Discretionary,B85KFY9,US33829M1018,NASDAQ
JLL,JONES LANG LASALLE INC,Equity,0.02,142.02,16512,2345034.24,2345034.24,Real Estate,2040640,US48020Q1076,New York Stock Exchange Inc.
JAZZ,JAZZ PHARMACEUTICALS PLC,Equity,0.02,131.45,17829,2343622.05,2343622.05,Health Care,B4Q5ZN4,IE00B4Q5ZN47,NASDAQ
BIO,BIO RAD LABORATORIES INC CLASS A,Equity,0.02,335.89,6967,2340145.63,2340145.63,Health Care,2098508,US0905722072,New York Stock Exchange Inc.
GNTX,GENTEX CORP,Equity,0.02,28.06,83392,2339979.52,2339979.52,Consumer Discretionary,2366799,US3719011096,NASDAQ
HRC,HILL ROM HOLDINGS INC,Equity,0.02,105.77,21987,2325564.99,2325564.99,Health Care,2425924,US4314751029,New York Stock Exchange Inc.
EEFT,EURONET WORLDWIDE INC,Equity,0.02,144.6,16048,2320540.8,2320540.8,Information Technology,2320148,US2987361092,NASDAQ
MASI,MASIMO CORP,Equity,0.02,150.43,15285,2299322.55,2299322.55,Health Care,B1YWR63,US5747951003,NASDAQ
WBC,WABCO HOLDINGS INC,Equity,0.02,134.47,17082,2297016.54,2297016.54,Industrials,B23CNQ3,US92927K1025,New York Stock Exchange Inc.
PRGO,PERRIGO PLC,Equity,0.02,55.96,40734,2279474.64,2279474.64,Health Care,BGH1M56,IE00BGH1M568,New York Stock Exchange Inc.
HXL,HEXCEL CORP,Equity,0.02,81.31,27893,2267979.83,2267979.83,Industrials,2416779,US4282911084,New York Stock Exchange Inc.
NWL,NEWELL BRANDS INC,Equity,0.02,18.48,122241,2259013.68,2259013.68,Consumer Discretionary,2635701,US6512291062,NASDAQ
SLG,SL GREEN REALTY REIT CORP,Equity,0.02,82.69,27255,2253715.95,2253715.95,Real Estate,2096847,US78440X1019,New York Stock Exchange Inc.
STLD,STEEL DYNAMICS INC,Equity,0.02,31.91,70315,2243751.65,2243751.65,Materials,2849472,US8581191009,NASDAQ
RS,RELIANCE STEEL & ALUMINUM,Equity,0.02,103.74,21620,2242858.8,2242858.8,Materials,2729068,US7595091023,New York Stock Exchange Inc.
FLIR,FLIR SYSTEMS INC,Equity,0.02,52.45,42682,2238670.9,2238670.9,Information Technology,2344717,US3024451011,NASDAQ
IVZ,INVESCO LTD,Equity,0.02,17.26,129387,2233219.62,2233219.62,Financials,B28XP76,BMG491BT1088,New York Stock Exchange Inc.
HDS,HD SUPPLY HOLDINGS INC,Equity,0.02,39.15,57045,2233311.75,2233311.75,Industrials,BBL5981,US40416M1053,NASDAQ
MOH,MOLINA HEALTHCARE INC,Equity,0.02,113.94,19593,2232426.42,2232426.42,Health Care,2212706,US60855R1005,New York Stock Exchange Inc.
G,GENPACT LTD,Equity,0.02,39.66,56274,2231826.84,2231826.84,Information Technology,B23DBK6,BMG3922B1072,New York Stock Exchange Inc.
CZR,CAESARS ENTERTAINMENT CORP,Equity,0.02,11.86,187957,2229170.02,2229170.02,Consumer Discretionary,B3TDL41,US1276861036,NASDAQ
LPLA,LPL FINANCIAL HOLDINGS INC,Equity,0.02,81.91,27191,2227214.81,2227214.81,Financials,B75JX34,US50212V1008,NASDAQ
PTC,PTC INC,Equity,0.02,66.4,33477,2222872.8,2222872.8,Information Technology,B95N910,US69370C1009,NASDAQ
LAMR,LAMAR ADVERTISING COMPANY CLAS,Equity,0.02,79.74,27834,2219483.16,2219483.16,Real Estate,BSPHGN6,US5128161099,NASDAQ
XPO,XPO LOGISTICS INC,Equity,0.02,74.92,29507,2210664.44,2210664.44,Industrials,B6Z1355,US9837931008,New York Stock Exchange Inc.
MPWR,MONOLITHIC POWER SYSTEMS INC,Equity,0.02,161.32,13708,2211374.56,2211374.56,Information Technology,B01Z7J1,US6098391054,NASDAQ
PVH,PVH CORP,Equity,0.02,90.39,24355,2201448.45,2201448.45,Consumer Discretionary,B3V9F12,US6936561009,New York Stock Exchange Inc.
COLD,AMERICOLD REALTY TRUST,Equity,0.02,35.65,61669,2198499.85,2198499.85,Real Estate,B3SKZK7,US03064D1081,New York Stock Exchange Inc.
DEI,DOUGLAS EMMETT REIT INC,Equity,0.02,42.8,51344,2197523.2,2197523.2,Real Estate,B1G3M58,US25960P1093,New York Stock Exchange Inc.
PFPT,PROOFPOINT INC,Equity,0.02,124.3,17680,2197624,2197624,Information Technology,B6VDQC3,US7434241037,NASDAQ
STWD,STARWOOD PROPERTY TRUST REIT INC,Equity,0.02,24.39,89879,2192148.81,2192148.81,Financials,B3PQ520,US85571B1052,New York Stock Exchange Inc.
POST,POST HOLDINGS INC,Equity,0.02,105.98,20677,2191348.46,2191348.46,Consumer Staples,B6T0518,US7374461041,New York Stock Exchange Inc.
CUBE,CUBESMART REIT,Equity,0.02,35.29,61949,2186180.21,2186180.21,Real Estate,B6SW913,US2296631094,New York Stock Exchange Inc.
HUBS,HUBSPOT INC,Equity,0.02,170.38,12819,2184101.22,2184101.22,Information Technology,BR4T3B3,US4435731009,New York Stock Exchange Inc.
NVCR,NOVOCURE LTD,Equity,0.02,80.25,27137,2177744.25,2177744.25,Health Care,BYSS4X4,JE00BYSS4X48,NASDAQ
MIDD,MIDDLEBY CORP,Equity,0.02,120.39,18030,2170631.7,2170631.7,Industrials,2590930,US5962781010,NASDAQ
DCI,DONALDSON INC,Equity,0.02,52.19,41513,2166563.47,2166563.47,Industrials,2276467,US2576511099,New York Stock Exchange Inc.
EWBC,EAST WEST BANCORP INC,Equity,0.02,45.79,47135,2158311.65,2158311.65,Financials,2487407,US27579R1041,NASDAQ
RHI,ROBERT HALF,Equity,0.02,55.63,38686,2152102.18,2152102.18,Industrials,2110703,US7703231032,New York Stock Exchange Inc.
CHE,CHEMED CORP,Equity,0.02,423.8,5076,2151208.8,2151208.8,Health Care,2190084,US16359R1032,New York Stock Exchange Inc.
ARW,ARROW ELECTRONICS INC,Equity,0.02,77.36,27590,2134362.4,2134362.4,Information Technology,2051404,US0427351004,New York Stock Exchange Inc.
ATH,ATHENE HOLDING LTD CLASS A,Equity,0.02,42.29,50426,2132515.54,2132515.54,Financials,BZ13MZ1,BMG0684D1074,New York Stock Exchange Inc.
LSXMK,LIBERTY MEDIA LIBERTY SIRIUSXM COR,Equity,0.02,42.34,50219,2126272.46,2126272.46,Communication,BD8QGH9,US5312296073,NASDAQ
SBNY,SIGNATURE BANK,Equity,0.02,121.16,17520,2122723.2,2122723.2,Financials,B00JQL9,US82669G1040,NASDAQ
ENTG,ENTEGRIS INC,Equity,0.02,46.51,45574,2119646.74,2119646.74,Information Technology,2599700,US29362U1043,NASDAQ
ETSY,ETSY INC,Equity,0.02,54.88,38626,2119794.88,2119794.88,Consumer Discretionary,BWTN5N1,US29786A1060,NASDAQ
DNKN,DUNKIN BRANDS GROUP INC,Equity,0.02,80.37,26287,2112686.19,2112686.19,Consumer Discretionary,B3LHT03,US2655041000,NASDAQ
SEE,SEALED AIR CORP,Equity,0.02,41.31,51027,2107925.37,2107925.37,Materials,2232793,US81211K1007,New York Stock Exchange Inc.
ACC,AMERICAN CAMPUS COMMUNITIES REIT I,Equity,0.02,47.29,44556,2107053.24,2107053.24,Real Estate,B02H871,US0248351001,New York Stock Exchange Inc.
GWR,GENESEE & WYOMING INC CLASS A,Equity,0.02,110.6,18891,2089344.6,2089344.6,Industrials,2374060,US3715591059,New York Stock Exchange Inc.
OC,OWENS CORNING,Equity,0.02,59.78,34818,2081420.04,2081420.04,Industrials,B1FW7Q2,US6907421019,New York Stock Exchange Inc.
PNR,PENTAIR,Equity,0.02,37.75,55115,2080591.25,2080591.25,Industrials,BLS09M3,IE00BLS09M33,New York Stock Exchange Inc.
GLIBA,GCI LIBERTY INC CLASS A,Equity,0.02,64.29,32122,2065123.38,2065123.38,Communication,BF7J0Q0,US36164V3050,NASDAQ
HAE,HAEMONETICS CORP,Equity,0.02,125.88,16406,2065187.28,2065187.28,Health Care,2401195,US4050241003,New York Stock Exchange Inc.
SABR,SABRE CORP,Equity,0.02,23.46,87951,2063330.46,2063330.46,Information Technology,BLLHH27,US78573M1045,NASDAQ
TCF,TCF FINANCIAL CORP,Equity,0.02,40.76,50398,2054222.48,2054222.48,Financials,BK5FNZ5,US8723071036,NASDAQ
ORI,OLD REPUBLIC INTERNATIONAL CORP,Equity,0.02,22.8,89912,2049993.6,2049993.6,Financials,2659109,US6802231042,New York Stock Exchange Inc.
PBCT,PEOPLES UNITED FINANCIAL INC,Equity,0.02,16.06,127336,2045016.16,2045016.16,Financials,B1W41J2,US7127041058,NASDAQ
EQH,AXA EQUITABLE HOLDINGS INC,Equity,0.02,21.54,94745,2040807.3,2040807.3,Financials,BYWV2Y6,US0545611057,New York Stock Exchange Inc.
FAF,FIRST AMERICAN FINANCIAL CORP,Equity,0.02,58.66,34794,2041016.04,2041016.04,Financials,B4NFPK4,US31847R1023,New York Stock Exchange Inc.
UNM,UNUM,Equity,0.02,29.32,69489,2037417.48,2037417.48,Financials,2433842,US91529Y1064,New York Stock Exchange Inc.
AXTA,AXALTA COATING SYSTEMS LTD,Equity,0.02,30.53,66695,2036198.35,2036198.35,Materials,BSFWCF5,BMG0750C1082,New York Stock Exchange Inc.
CASY,CASEYS GENERAL STORES INC,Equity,0.02,169.8,11970,2032506,2032506,Consumer Staples,2179414,US1475281036,NASDAQ
NRZ,NEW RESIDENTIAL INVESTMENT REIT CO,Equity,0.02,14.98,135071,2023363.58,2023363.58,Financials,BRJ9GW0,US64828T2015,New York Stock Exchange Inc.
FLS,FLOWSERVE CORP,Equity,0.02,47.53,42573,2023494.69,2023494.69,Industrials,2288406,US34354P1057,New York Stock Exchange Inc.
AMH,AMERICAN HOMES RENT REIT CLASS A,Equity,0.02,24.6,82069,2018897.4,2018897.4,Real Estate,BCF5RR9,US02665T3068,New York Stock Exchange Inc.
GRUB,GRUBHUB INC,Equity,0.02,67.1,30010,2013671,2013671,Consumer Discretionary,BKY7XF2,US4001101025,New York Stock Exchange Inc.
CRL,CHARLES RIVER LABORATORIES INTERNA,Equity,0.02,131.79,15219,2005712.01,2005712.01,Health Care,2604336,US1598641074,New York Stock Exchange Inc.
SRPT,SAREPTA THERAPEUTICS INC,Equity,0.02,87.98,22729,1999697.42,1999697.42,Health Care,B8DPDT7,US8036071004,NASDAQ
EHC,ENCOMPASS HEALTH CORP,Equity,0.02,64.48,30948,1995527.04,1995527.04,Health Care,BYX2YJ7,US29261A1007,New York Stock Exchange Inc.
IAA,IAA INC,Equity,0.02,45.78,43301,1982319.78,1982319.78,Industrials,BJF8Q81,US4492531037,New York Stock Exchange Inc.
UBER,UBER TECHNOLOGIES INC,Equity,0.02,34.07,58147,1981068.29,1981068.29,Industrials,BK6N347,US90353T1007,New York Stock Exchange Inc.
CIEN,CIENA CORP,Equity,0.02,39.54,49881,1972294.74,1972294.74,Information Technology,B1FLZ21,US1717793095,New York Stock Exchange Inc.
NYCB,NEW YORK COMMUNITY BANCORP INC,Equity,0.02,13.14,149603,1965783.42,1965783.42,Financials,2711656,US6494451031,New York Stock Exchange Inc.
CBSH,COMMERCE BANCSHARES INC,Equity,0.02,60.78,31889,1938213.42,1938213.42,Financials,2213204,US2005251036,NASDAQ
ADS,ALLIANCE DATA SYSTEMS CORP,Equity,0.02,134.69,14344,1931993.36,1931993.36,Information Technology,2762030,US0185811082,New York Stock Exchange Inc.
PRAH,PRA HEALTH SCIENCES INC,Equity,0.02,101.85,18940,1929039,1929039,Health Care,BSHZ3V5,US69354M1080,NASDAQ
HTA,HEALTHCARE TRUST OF AMERICA REIT I,Equity,0.02,28.29,67633,1913337.57,1913337.57,Real Estate,BT9QF28,US42225P5017,New York Stock Exchange Inc.
HOG,HARLEY DAVIDSON INC,Equity,0.02,36.05,53060,1912813,1912813,Consumer Discretionary,2411053,US4128221086,New York Stock Exchange Inc.
ACM,AECOM,Equity,0.02,38.03,50169,1907927.07,1907927.07,Industrials,B1VZ431,US00766T1007,New York Stock Exchange Inc.
EPR,EPR PROPERTIES REIT,Equity,0.02,77.15,24730,1907919.5,1907919.5,Real Estate,B8XXZP1,US26884U1097,New York Stock Exchange Inc.
BWXT,BWX TECHNOLOGIES INC,Equity,0.02,59.9,31793,1904400.7,1904400.7,Industrials,BZ0W624,US05605H1005,New York Stock Exchange Inc.
CDK,CDK GLOBAL INC,Equity,0.02,47.13,40231,1896087.03,1896087.03,Information Technology,BQXTWQ5,US12508E1010,NASDAQ
BRX,BRIXMOR PROPERTY GROUP REIT INC,Equity,0.02,19.68,95948,1888256.64,1888256.64,Real Estate,BFTDJL8,US11120U1051,New York Stock Exchange Inc.
WWD,WOODWARD INC,Equity,0.02,107.8,17436,1879600.8,1879600.8,Industrials,2948089,US9807451037,NASDAQ
VSM,VERSUM MATERIALS INC,Equity,0.02,52.22,35935,1876525.7,1876525.7,Information Technology,BD37KN1,US92532W1036,New York Stock Exchange Inc.
SON,SONOCO PRODUCTS,Equity,0.02,59.35,31510,1870118.5,1870118.5,Materials,2821395,US8354951027,New York Stock Exchange Inc.
NATI,NATIONAL INSTRUMENTS CORP,Equity,0.02,44.6,41872,1867491.2,1867491.2,Information Technology,2645078,US6365181022,NASDAQ
CW,CURTISS WRIGHT CORP,Equity,0.02,131.86,14034,1850523.24,1850523.24,Industrials,2241205,US2315611010,New York Stock Exchange Inc.
BLUE,BLUEBIRD BIO INC,Equity,0.02,103.11,17735,1828655.85,1828655.85,Health Care,BBFL7S1,US09609G1004,NASDAQ
XRX,XEROX HOLDINGS CORP,Equity,0.02,30.47,59962,1827042.14,1827042.14,Information Technology,BJJD5G3,US98421M1062,New York Stock Exchange Inc.
PLNT,PLANET FITNESS INC CLASS A,Equity,0.02,64.23,28418,1825288.14,1825288.14,Consumer Discretionary,BYSFJV8,US72703H1014,New York Stock Exchange Inc.
IDA,IDACORP INC,Equity,0.02,109.61,16630,1822814.3,1822814.3,Utilities,2296937,US4511071064,New York Stock Exchange Inc.
SNV,SYNOVUS FINANCIAL CORP,Equity,0.02,37.56,48449,1819744.44,1819744.44,Financials,BMH4NJ8,US87161C5013,New York Stock Exchange Inc.
KDP,KEURIG DR PEPPER INC,Equity,0.02,27.66,65739,1818340.74,1818340.74,Consumer Staples,BD3W133,US49271V1008,New York Stock Exchange Inc.
EXEL,EXELIXIS INC,Equity,0.02,19.26,94285,1815929.1,1815929.1,Health Care,2576941,US30161Q1040,NASDAQ
HBI,HANESBRANDS INC,Equity,0.02,15.91,113955,1813024.05,1813024.05,Consumer Discretionary,B1BJSL9,US4103451021,New York Stock Exchange Inc.
CABO,CABLE ONE INC,Equity,0.02,1252.54,1440,1803657.6,1803657.6,Communication,BZ07DS4,US12685J1051,New York Stock Exchange Inc.
MDSO,MEDIDATA SOLUTIONS INC,Equity,0.02,91.75,19396,1779583,1779583,Health Care,B5424Q0,US58471A1051,NASDAQ
PWR,QUANTA SERVICES INC,Equity,0.02,38.03,46618,1772882.54,1772882.54,Industrials,2150204,US74762E1029,New York Stock Exchange Inc.
INGR,INGREDION INC,Equity,0.02,82.74,21410,1771463.4,1771463.4,Consumer Staples,B7K24P7,US4571871023,New York Stock Exchange Inc.
LECO,LINCOLN ELECTRIC HOLDINGS INC,Equity,0.02,88.5,19995,1769557.5,1769557.5,Industrials,2516851,US5339001068,NASDAQ
MDU,MDU RESOURCES GROUP INC,Equity,0.02,27.98,63012,1763075.76,1763075.76,Utilities,2547323,US5526901096,New York Stock Exchange Inc.
WSM,WILLIAMS SONOMA INC,Equity,0.02,67.26,26117,1756629.42,1756629.42,Consumer Discretionary,2967589,US9699041011,New York Stock Exchange Inc.
NWSA,NEWS CORP CLASS A,Equity,0.02,14.42,121491,1751900.22,1751900.22,Communication,BBGVT40,US65249B1098,NASDAQ
LEG,LEGGETT & PLATT INC,Equity,0.02,42.18,41506,1750723.08,1750723.08,Consumer Discretionary,2510682,US5246601075,New York Stock Exchange Inc.
CREE,CREE INC,Equity,0.02,50.77,34330,1742934.1,1742934.1,Information Technology,2232351,US2254471012,NASDAQ
FOX,FOX CORP CLASS B,Equity,0.02,33.7,51662,1741009.4,1741009.4,Communication,BJJMGY5,US35137L2043,NASDAQ
IPGP,IPG PHOTONICS CORP,Equity,0.02,146.82,11856,1740697.92,1740697.92,Information Technology,2698782,US44980X1090,NASDAQ
HHC,HOWARD HUGHES CORP,Equity,0.02,132.73,13081,1736241.13,1736241.13,Real Estate,B5VR4H9,US44267D1072,New York Stock Exchange Inc.
TREX,TREX INC,Equity,0.02,89.01,19472,1733202.72,1733202.72,Industrials,2483074,US89531P1057,New York Stock Exchange Inc.
RL,RALPH LAUREN CORP CLASS A,Equity,0.02,100.58,17213,1731283.54,1731283.54,Consumer Discretionary,B4V9661,US7512121010,New York Stock Exchange Inc.
PCG,PG&E CORP,Equity,0.02,10.1,170758,1724655.8,1724655.8,Utilities,2689560,US69331C1080,New York Stock Exchange Inc.
AYI,ACUITY BRANDS INC,Equity,0.02,136.76,12558,1717432.08,1717432.08,Industrials,2818461,US00508Y1029,New York Stock Exchange Inc.
MANH,MANHATTAN ASSOCIATES INC,Equity,0.02,82.98,20669,1715113.62,1715113.62,Information Technology,2239471,US5627501092,NASDAQ
THG,HANOVER INSURANCE GROUP INC,Equity,0.02,131.17,13072,1714654.24,1714654.24,Financials,2020415,US4108671052,New York Stock Exchange Inc.
WSO,WATSCO INC,Equity,0.02,169.19,10133,1714402.27,1714402.27,Industrials,2943039,US9426222009,New York Stock Exchange Inc.
CUZ,COUSINS PROPERTIES REIT INC,Equity,0.02,36.02,47608,1714840.16,1714840.16,Real Estate,BJP0MF6,US2227955026,New York Stock Exchange Inc.
OSK,OSHKOSH CORP,Equity,0.02,75.84,22516,1707613.44,1707613.44,Industrials,2663520,US6882392011,New York Stock Exchange Inc.
EV,EATON VANCE COM NON VOTING CORP,Equity,0.02,46.61,36619,1706811.59,1706811.59,Financials,2301057,US2782651036,New York Stock Exchange Inc.
ALSN,ALLISON TRANSMISSION HOLDINGS INC,Equity,0.02,46.64,36534,1703945.76,1703945.76,Industrials,B4PZ892,US01973R1014,New York Stock Exchange Inc.
ITT,ITT INC,Equity,0.02,61.04,27888,1702283.52,1702283.52,Industrials,BZBY209,US45073V1089,New York Stock Exchange Inc.
AXS,AXIS CAPITAL HOLDINGS LTD,Equity,0.02,63.85,26576,1696877.6,1696877.6,Financials,2677606,BMG0692U1099,New York Stock Exchange Inc.
HUN,HUNTSMAN CORP,Equity,0.02,22.88,74104,1695499.52,1695499.52,Materials,B0650B9,US4470111075,New York Stock Exchange Inc.
WH,WYNDHAM HOTELS RESORTS INC,Equity,0.02,53.61,31566,1692253.26,1692253.26,Consumer Discretionary,BF108P4,US98311A1051,New York Stock Exchange Inc.
FHN,FIRST HORIZON NATIONAL CORP,Equity,0.02,16.46,102790,1691923.4,1691923.4,Financials,2341484,US3205171057,New York Stock Exchange Inc.
FSLR,FIRST SOLAR INC,Equity,0.02,62.23,27195,1692344.85,1692344.85,Information Technology,B1HMF22,US3364331070,NASDAQ
BPOP,POPULAR INC,Equity,0.02,54.15,31234,1691321.1,1691321.1,Financials,B86QM90,PR7331747001,NASDAQ
MAN,MANPOWER INC,Equity,0.02,85.31,19803,1689393.93,1689393.93,Industrials,2562490,US56418H1005,New York Stock Exchange Inc.
JEF,JEFFERIES FINANCIAL GROUP INC,Equity,0.02,20.37,82785,1686330.45,1686330.45,Financials,BG0Q4Z2,US47233W1099,New York Stock Exchange Inc.
PRI,PRIMERICA INC,Equity,0.02,122.5,13756,1685110,1685110,Financials,B50K3X8,US74164M1080,New York Stock Exchange Inc.
LOPE,GRAND CANYON EDUCATION INC,Equity,0.02,110.07,15305,1684621.35,1684621.35,Consumer Discretionary,B3F1XM1,US38526M1062,NASDAQ
HPP,HUDSON PACIFIC PROPERTIES REIT INC,Equity,0.02,34.33,49008,1682444.64,1682444.64,Real Estate,B64B9P8,US4440971095,New York Stock Exchange Inc.
PII,POLARIS INDUSTRIES INC,Equity,0.02,90.06,18606,1675656.36,1675656.36,Consumer Discretionary,2692933,US7310681025,New York Stock Exchange Inc.
M,MACYS INC,Equity,0.02,17,98361,1672137,1672137,Consumer Discretionary,2345022,US55616P1049,New York Stock Exchange Inc.
CACC,CREDIT ACCEPTANCE CORP,Equity,0.02,475.22,3517,1671348.74,1671348.74,Financials,2232050,US2253101016,NASDAQ
CACI,CACI INTERNATIONAL INC CLASS A,Equity,0.02,215.84,7743,1671249.12,1671249.12,Information Technology,2159267,US1271903049,New York Stock Exchange Inc.
GNRC,GENERAC HOLDINGS INC,Equity,0.02,82.89,20124,1668078.36,1668078.36,Industrials,B6197Q2,US3687361044,New York Stock Exchange Inc.
AYX,ALTERYX INC CLASS A,Equity,0.02,114,14634,1668276,1668276,Information Technology,BYWMQJ2,US02156B1035,New York Stock Exchange Inc.
NUAN,NUANCE COMMUNICATIONS INC,Equity,0.02,17.43,95503,1664617.29,1664617.29,Information Technology,2402121,US67020Y1001,NASDAQ
TOL,TOLL BROTHERS INC,Equity,0.02,38.46,42882,1649241.72,1649241.72,Consumer Discretionary,2896092,US8894781033,New York Stock Exchange Inc.
RDN,RADIAN GROUP INC,Equity,0.02,23.55,70013,1648806.15,1648806.15,Financials,2173911,US7502361014,New York Stock Exchange Inc.
JBLU,JETBLUE AIRWAYS CORP,Equity,0.02,17.16,95925,1646073,1646073,Industrials,2852760,US4771431016,NASDAQ
MKSI,MKS INSTRUMENTS INC,Equity,0.02,94.54,17349,1640174.46,1640174.46,Information Technology,2404871,US55306N1046,NASDAQ
BERY,BERRY GLOBAL GROUP INC,Equity,0.02,38.99,41894,1633447.06,1633447.06,Materials,B8BR3H3,US08579W1036,New York Stock Exchange Inc.
CFR,CULLEN FROST BANKERS INC,Equity,0.02,90.05,18000,1620900,1620900,Financials,2239556,US2298991090,New York Stock Exchange Inc.
ERIE,ERIE INDEMNITY CLASS A,Equity,0.02,206.23,7857,1620349.11,1620349.11,Financials,2311711,US29530P1021,NASDAQ
PK,PARK HOTELS RESORTS INC,Equity,0.02,25.34,63814,1617046.76,1617046.76,Real Estate,BYVMVV0,US7005171050,New York Stock Exchange Inc.
ROL,ROLLINS INC,Equity,0.02,34.72,46405,1611181.6,1611181.6,Industrials,2747305,US7757111049,New York Stock Exchange Inc.
MMS,MAXIMUS INC,Equity,0.02,80.66,19940,1608360.4,1608360.4,Information Technology,2018669,US5779331041,New York Stock Exchange Inc.
RP,REALPAGE INC,Equity,0.02,62.91,25561,1608042.51,1608042.51,Information Technology,B4W2S29,US75606N1090,NASDAQ
FR,FIRST INDUSTRIAL REALTY TRUST INC,Equity,0.02,39.03,41132,1605381.96,1605381.96,Real Estate,2360757,US32054K1034,New York Stock Exchange Inc.
ZNGA,ZYNGA INC CLASS A,Equity,0.02,5.88,273023,1605375.24,1605375.24,Communication,B79PX49,US98986T1088,NASDAQ
HEI,HEICO CORP,Equity,0.02,125.7,12683,1594253.1,1594253.1,Industrials,2419217,US4228061093,New York Stock Exchange Inc.
POR,PORTLAND GENERAL ELECTRIC,Equity,0.02,55.76,28472,1587598.72,1587598.72,Utilities,B125XQ6,US7365088472,New York Stock Exchange Inc.
SAIC,SCIENCE APPLICATIONS INTERNATIONAL,Equity,0.02,83.46,19010,1586574.6,1586574.6,Information Technology,BDTZZG7,US8086251076,New York Stock Exchange Inc.
AVT,AVNET INC,Equity,0.02,44.78,35356,1583241.68,1583241.68,Information Technology,2066505,US0538071038,NASDAQ
TDOC,TELADOC HEALTH INC,Equity,0.02,69.05,22875,1579518.75,1579518.75,Health Care,BYQRFY1,US87918A1051,New York Stock Exchange Inc.
